Code,GMPE,Year,TectonicRegion,RequiresDistances,RequiresRupture,RequiresSites,DefinedForIMTs,DefinedForStdDevs,Shortcut,Description
CanadaSHM6_ActiveCrust_AbrahamsonEtAl2014,CanadaSHM6_ActiveCrust_AbrahamsonEtAl2014,2014,Active Shallow Crust,rjb rrup rx ry0,dip mag rake width ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,Ca2014,"Abrahamson et al., 2014 with CanadaSHM6 modifications to amplification factors for vs30 > 1100, the removal of the basin term (i.e., returns mean values on the GMM-centered z1pt0 value), and limited to the period range of 0.05 - 10s."
CanadaSHM6_ActiveCrust_BooreEtAl2014,CanadaSHM6_ActiveCrust_BooreEtAl2014,2014,Active Shallow Crust,rjb,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014,"Boore et al., 2014 with CanadaSHM6 modifications to amplification factors for vs30 > 1100 and limited period range to 0.05 - 10s."
CanadaSHM6_ActiveCrust_CampbellBozorgnia2014,CanadaSHM6_ActiveCrust_CampbellBozorgnia2014,2014,Active Shallow Crust,rjb rrup rx,dip hypo_depth mag rake width ztor,vs30,CAV IA PGA PGV SA,Inter event Intra event Total,CSHMACCB2014,"Campbell and Bozorgnia, 2014 with CanadaSHM6 modifications to amplification factors for vs30 > 1100, the removal of the basin term (i.e., returns mean values on the GMM-centered z1pt0 value) and limited to the period range of 0.05 - 10s."
CanadaSHM6_ActiveCrust_ChiouYoungs2014,CanadaSHM6_ActiveCrust_ChiouYoungs2014,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CSHMACCY2014,"Chiou and Youngs 2014 with CanadaSHM6 modifications to amplification factors for vs30 > 1100, the removal of the basin term (i.e., returns mean values on the GMM-centered z1pt0 value) and limited to the period range of 0.05 - 10s."
CanadaSHM6_InSlab_AbrahamsonEtAl2015SSlab30,CanadaSHM6_InSlab_AbrahamsonEtAl2015SSlab30,2015,Subduction IntraSlab,rhypo,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2015SSlab30,Variant of CanadaSHM6_InSlab_AbrahamsonEtAl2015SSlab55 with a hypo depth of 30 km.
CanadaSHM6_InSlab_AbrahamsonEtAl2015SSlab55,CanadaSHM6_InSlab_AbrahamsonEtAl2015SSlab55,2015,Subduction IntraSlab,rhypo,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2015SSlab55,"Abrahramson et al., 2015 (BCHydro) InSlab GMM with a fixed hypo depth of 55 km, the addition of PGV (scaled from Sa[0.5]) and limited to the CSHM6 period range of 0.05 <= T <= 10. See also header in CanadaSHM6_InSlab.py"
CanadaSHM6_InSlab_AtkinsonBoore2003SSlabCascadia30,CanadaSHM6_InSlab_AtkinsonBoore2003SSlabCascadia30,2003,Subduction IntraSlab,rrup,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,CSHMISAB2003SSlabCascadia30,Variant of CanadaSHM6_InSlab_AtkinsonBoore2003SSlabCascadia55 with a hypo depth of 30 km.
CanadaSHM6_InSlab_AtkinsonBoore2003SSlabCascadia55,CanadaSHM6_InSlab_AtkinsonBoore2003SSlabCascadia55,2003,Subduction IntraSlab,rrup,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,CSHMISAB2003SSlabCascadia55,"Atkinson and Boore 2003 InSlab with Cascadia adjustment, at a fixed hypo depth of 55 km, extrapolated to 0.05 - 10s and with modifications to the site term as implemented for CanadaSHM6. See also header in CanadaSHM6_InSlab.py"
CanadaSHM6_InSlab_GarciaEtAl2005SSlab30,CanadaSHM6_InSlab_GarciaEtAl2005SSlab30,2005,Subduction IntraSlab,rhypo rrup,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2005SSlab30,Variant of CanadaSHM6_InSlab_GarciaEtAl2005SSlab55 with a hypo depth of 30 km.
CanadaSHM6_InSlab_GarciaEtAl2005SSlab55,CanadaSHM6_InSlab_GarciaEtAl2005SSlab55,2005,Subduction IntraSlab,rhypo rrup,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2005SSlab55,"Garcia et al., 2005 (horizontal) GMM at a fixed hypo depth of 55 km, extraploted to 0.05 - 10s and with an added site term (modified version of BSSA14 / SS14) as implemented for CanadaSHM6. See also header in CanadaSHM6_InSlab.py"
CanadaSHM6_InSlab_ZhaoEtAl2006SSlabCascadia30,CanadaSHM6_InSlab_ZhaoEtAl2006SSlabCascadia30,2006,Subduction IntraSlab,rrup,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2006SSlabCascadia30,Variant of CanadaSHM6_InSlab_ZhaoEtAl2006SSlabCascadia55 with a hypo depth of 30 km.
CanadaSHM6_InSlab_ZhaoEtAl2006SSlabCascadia55,CanadaSHM6_InSlab_ZhaoEtAl2006SSlabCascadia55,2006,Subduction IntraSlab,rrup,hypo_depth mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2006SSlabCascadia55,"Zhao et al., 2006 InSlab with Cascadia adjustment, at a fixed hypo depth of 55 km, extrapolated to 0.05 - 10s and with modifications to the site term as implemented for CanadaSHM6. See also header in CanadaSHM6_InSlab.py"
CanadaSHM6_Interface_AbrahamsonEtAl2015SInter,CanadaSHM6_Interface_AbrahamsonEtAl2015SInter,2015,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2015SInter,"The Abrahramson et al., 2015 (BCHydro) Inteface GMM with CanadaSHM6 modifications to include PGV and limit the defined period range."
CanadaSHM6_Interface_AtkinsonMacias2009,CanadaSHM6_Interface_AtkinsonMacias2009,2009,Subduction Interface,rjb rrup,mag,vs30 z1pt0,PGA PGV SA,Total,CSHMIAM2009,"Atkinson and Macias, 2009 Interface GMM with an added site term following a modified version of BSSA14 (SS14) as implemented for CanadaSHM6."
CanadaSHM6_Interface_GhofraniAtkinson2014Cascadia,CanadaSHM6_Interface_GhofraniAtkinson2014Cascadia,2014,Subduction Interface,rrup,mag,backarc vs30,PGA PGV SA,Inter event Intra event Total,CSHMIGA2014Cascadia,"Ghofrani and Atkinson 2014 Interface GMM with Cascadia adjustment, extrapolated to 0.05 - 10s and modifications to the site term as implemented for CanadaSHM6."
CanadaSHM6_Interface_ZhaoEtAl2006SInterCascadia,CanadaSHM6_Interface_ZhaoEtAl2006SInterCascadia,2006,Subduction Interface,rrup,mag rake,backarc vs30,PGA PGV SA,Inter event Intra event Total,Ca2006SInterCascadia,"Zhao et al., 2006 Interface with Cascadia adjustment at a fixed hypo depth of 30 km, extrapolated to 0.05 - 10s and with modifications to the site term as implemented for CanadaSHM6 (see also CanadaSHM6_InSlab_ZhaoEtAl2006SSlabCascadia)."
CanadaSHM6_StableCrust_AA13,CanadaSHM6_StableCrust_AA13,0,—,,,,,,,
CanadaSHM6_StableCrust_NGAEast,CanadaSHM6_StableCrust_NGAEast,0,—,,,,,,,
CauzziEtAl2014,CauzziEtAl2014,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014,"Implements GMPE developed by Carlo Cauzzi et al (2014) and published as C.Cauzzi, E. Faccioli, M. Vanini and A. Bianchini (2014) ""Updated predictive equations for broadband (0.0 - 10.0 s) horizontal response spectra and peak ground motions, based on a global dataset of digital acceleration records"", Bulletin of Earthquake Engineering, In Press"
CauzziEtAl2014Armenia,CauzziEtAl2014Armenia,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014Armenia,Adjustment of Cauzzi et al. (2014) for Armenia
CauzziEtAl2014Eurocode8,CauzziEtAl2014Eurocode8,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014Eurocode8,Implemements the Cauzzi et al. (2014) GMPE for the case in which the Eurocode 8 site classification is preferred
CauzziEtAl2014Eurocode8NoSOF,CauzziEtAl2014Eurocode8NoSOF,2014,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014Eurocode8NoSOF,Implemements the Cauzzi et al. (2014) GMPE for the case in which the Eurocode 8 site classification is preferred and style of faulting is not specified.
CauzziEtAl2014Eurocode8scaled,CauzziEtAl2014Eurocode8scaled,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014Eurocode8scaled,"Implements GMPE developed by Carlo Cauzzi et al (2014) and published as C.Cauzzi, E. Faccioli, M. Vanini and A. Bianchini (2014) ""Updated predictive equations for broadband (0.0 - 10.0 s) horizontal response spectra and peak ground motions, based on a global dataset of digital acceleration records"", Bulletin of Earthquake Engineering, In Press"
CauzziEtAl2014FixedVs30,CauzziEtAl2014FixedVs30,2014,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014FixedVs30,Implements the Cauzzi et al (2014) model for the case in which the reference Vs30 in the site amplification term is fixed at 800 m/s
CauzziEtAl2014FixedVs30NoSOF,CauzziEtAl2014FixedVs30NoSOF,2014,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014FixedVs30NoSOF,Implements the Cauzzi et al (2014) model for the case in which the reference Vs30 in the site amplification term is fixed at 800 m/s
CauzziEtAl2014NoSOF,CauzziEtAl2014NoSOF,2014,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014NoSOF,Returns the Cauzzi et al (GMPE) for the case when no style-of-faulting is input. This modifies both the expected ground motion as well as the inter-event (and thus total) standard deviations.
CauzziEtAl2014RhypoGermany,CauzziEtAl2014RhypoGermany,2014,Active Shallow Crust,rhypo rrup,mag rake width,vs30,PGA PGV SA,Inter event Intra event Total,Ca2014RhypoGermany,Implements the Cauzzi et al. (2015) GMPE applying the rhypo to rrup adjustment factor adopted for Germany
CauzziFaccioli2008,CauzziFaccioli2008,2008,Active Shallow Crust,rhypo,mag rake,vs30,PGA PGV SA,Total,CF2008,"Implements GMPE developed by Carlo Cauzzi and Ezio Faccioli and published as ""Broadband (0.05 to 20s) prediction of displacement response spectra based on worldwide digital records"" (Journal of Seismology, 2008, volume 12, pages 453-475). This class implements the prediction equations for horizontal peak ground acceleration, peak ground velocity and 5%-damped spectral acceleration (equation 2, page 462, plus faulting style term as given in equation 5, page 465). Coefficients for PGV are not present in the original paper but were developed for the SHARE (http://www.share-eu.org/) project. Hypocentral distances are clipped at 15 km (as for Faccioli's personal communication). Spectral acceleration (SA) values are obtained from displacement response spectrum  (DSR) values (as provided by the original equations) using the following formula ::"
CauzziFaccioli2008SWISS01,CauzziFaccioli2008SWISS01,2008,Active Shallow Crust,rhypo,mag rake,vs30,PGA SA,Inter event Intra event Total,CF2008SWISS01,This class extends :class:`openquake.hazardlib.gsim.cauzzi_faccioli_2008.CauzziFaccioli2008` adjusted to be used for the Swiss Hazard Model [2014]. This GMPE is valid for a fixed value of vs30=700m/s
CauzziFaccioli2008SWISS04,CauzziFaccioli2008SWISS04,2008,Active Shallow Crust,rhypo,mag rake,vs30,PGA SA,Inter event Intra event Total,CF2008SWISS04,"This class extends :class:`openquake.hazardlib.gsim.cauzzi_faccioli_2008.CauzziFaccioli2008`, following same strategy as for :class:`openquake.hazardlib.gsim.cauzzi_faccioli_2008_swiss.CauzziFaccioli2008SWISS01`"
CauzziFaccioli2008SWISS08,CauzziFaccioli2008SWISS08,2008,Active Shallow Crust,rhypo,mag rake,vs30,PGA SA,Inter event Intra event Total,CF2008SWISS08,"This class extends :class:`openquake.hazardlib.gsim.cauzzi_faccioli_2008.CauzziFaccioli2008`, following same strategy as for :class:`openquake.hazardlib.gsim.cauzzi_faccioli_2008_swiss.CauzziFaccioli2008SWISS01`"
ChaoEtAl2020Asc,ChaoEtAl2020Asc,2020,Active Shallow Crust,rrup,mag rake ztor,vs30 vs30measured z1pt0,PGA PGD PGV SA,Inter event Intra event Total,Ch2020Asc,Chao et al. (2020) for Crustal.
ChaoEtAl2020SInter,ChaoEtAl2020SInter,2020,Subduction Interface,rrup,mag ztor,vs30 vs30measured z1pt0,PGA PGD PGV SA,Inter event Intra event Total,Ch2020SInter,Chao et al. (2020) for Subduction Interface.
ChaoEtAl2020SSlab,ChaoEtAl2020SSlab,2020,Subduction IntraSlab,rrup,mag ztor,vs30 vs30measured z1pt0,PGA PGD PGV SA,Inter event Intra event Total,Ch2020SSlab,Chao et al. (2020) for Subduction Slab.
ChiouYoungs2008,ChiouYoungs2008,2008,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2008,"Implements GMPE developed by Brian S.-J. Chiou and Robert R. Youngs and published as ""An NGA Model for the Average Horizontal Component of Peak Ground Motion and Response Spectra"" (2008, Earthquake Spectra, Volume 24, No. 1, pages 173-215)."
ChiouYoungs2008SWISS01,ChiouYoungs2008SWISS01,2008,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2008SWISS01,"This class extends :class:ChiouYoungs2008, adjusted to be used for the Swiss Hazard Model [2014]. This GMPE is valid for a fixed value of vs30=620m/s"
ChiouYoungs2008SWISS04,ChiouYoungs2008SWISS04,2008,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2008SWISS04,"This class extends :class:ChiouYoungs2008,following same strategy as for :class:ChiouYoungs2008SWISS01 to be used for the Swiss Hazard Model [2014]."
ChiouYoungs2008SWISS06,ChiouYoungs2008SWISS06,2008,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2008SWISS06,"This class extends :class:ChiouYoungs2008,following same strategy as for :class:ChiouYoungs2008SWISS01 to be used for the Swiss Hazard Model [2014]."
ChiouYoungs2014,ChiouYoungs2014,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014,Implements GMPE developed by Brian S.-J. Chiou and Robert R. Youngs.
ChiouYoungs2014ACME2019,ChiouYoungs2014ACME2019,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014ACME2019,Implements a modified version of the CY2014 GMM. Main changes: - Hanging wall term excluded - Centered Ztor = 0 - Centered Dpp = 0
ChiouYoungs2014Armenia,ChiouYoungs2014Armenia,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014Armenia,Adaptation of Chiou & Youngs (2014) for use in Armenia
ChiouYoungs2014Italy,ChiouYoungs2014Italy,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014Italy,
ChiouYoungs2014Japan,ChiouYoungs2014Japan,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014Japan,
ChiouYoungs2014NSHMPLower,ChiouYoungs2014NSHMPLower,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014NSHMPLower,
ChiouYoungs2014NSHMPMean,ChiouYoungs2014NSHMPMean,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014NSHMPMean,
ChiouYoungs2014NSHMPUpper,ChiouYoungs2014NSHMPUpper,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014NSHMPUpper,
ChiouYoungs2014NearFaultEffect,ChiouYoungs2014NearFaultEffect,2014,Active Shallow Crust,rcdpp rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014NearFaultEffect,"This implements the Chiou & Youngs (2014) GMPE include the near fault effect prediction. In this version, we add the distance measure, rcdpp for directivity prediction."
ChiouYoungs2014PEER,ChiouYoungs2014PEER,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA,Total,CY2014PEER,This implements the Chiou & Youngs (2014) GMPE for use with the PEER tests. In this version the total standard deviation is fixed at 0.65
ChiouYoungs2014Wenchuan,ChiouYoungs2014Wenchuan,2014,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,CY2014Wenchuan,
ClimentEtAl1994,ClimentEtAl1994,1994,Active Shallow Crust,rhypo,mag,vs30,PGA SA,Total,Cl1994,"Implements GMPE developed by Climent, A, W. Taylor, M. Ciudad Real, W. Strauch, M. Villagran, A. Dahle, and H. Bungum. Published as a NORSAR report: ""Spectral strong motion attenuation in Central Ame- rica"", NORSAR Technical Report No. 2-17, 46 pp. The original formulation predict PGA (m/s*s) and 5% damped PSV (m/s) for the largest component of horizontal ground motion. In this implementation: Spectral acceleration (SA) values are obtained from PSV ones using the following formula :"
ConvertitoEtAl2012Geysers,ConvertitoEtAl2012Geysers,2012,Geothermal,rhypo,mag,vs30,PGA,Total,Co2012Geysers,"Implements the PGA GMPE for Induced Seismicity in the Geysers Geothermal field, published in Convertito, V., Maercklin, N., Sharma, N., and Zollo, A. (2012) From Induced Seismicity to Direct Time-Dependent Seismic Hazard. Bulletin of the Seismological Society of America, 102(6), 2563 - 2573"
DarraghEtAl2015NGAEast1CCSP,DarraghEtAl2015NGAEast1CCSP,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Da2015NGAEast1CCSP,
DarraghEtAl2015NGAEast1CCSPTotalSigma,DarraghEtAl2015NGAEast1CCSPTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,Da2015NGAEast1CCSPTotalSigma,
DarraghEtAl2015NGAEast1CVSP,DarraghEtAl2015NGAEast1CVSP,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Da2015NGAEast1CVSP,
DarraghEtAl2015NGAEast1CVSPTotalSigma,DarraghEtAl2015NGAEast1CVSPTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,Da2015NGAEast1CVSPTotalSigma,
DarraghEtAl2015NGAEast2CCSP,DarraghEtAl2015NGAEast2CCSP,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Da2015NGAEast2CCSP,
DarraghEtAl2015NGAEast2CCSPTotalSigma,DarraghEtAl2015NGAEast2CCSPTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,Da2015NGAEast2CCSPTotalSigma,
DarraghEtAl2015NGAEast2CVSP,DarraghEtAl2015NGAEast2CVSP,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Inter event Intra event Total,Da2015NGAEast2CVSP,
DarraghEtAl2015NGAEast2CVSPTotalSigma,DarraghEtAl2015NGAEast2CVSPTotalSigma,2015,Active Shallow Crust,rrup,mag,vs30,PGA PGV SA,Total,Da2015NGAEast2CVSPTotalSigma,
DerrasEtAl2014,DerrasEtAl2014,2014,Active Shallow Crust,rjb,hypo_depth mag rake,vs30,PGA PGV SA,Inter event Intra event Total,De2014,"Implements GMPE developed by: B. Derras, P. Y. Bard, F. Cotton (2014) ""Toward fully data driven ground- motion prediction models for Europe"", Bulletin of Earthquake Engineering 12, 495-516"
